0.4,5.49655367,0.285170605
0.40129,5.46398556,0.27451674
0.4026,5.43216362,0.264251499
0.40391,5.4010448,0.254355936
0.40523,5.37058491,0.244821849
0.40656,5.34074911,0.235625967
0.40789,5.31150336,0.226764898
0.40924,5.28282022,0.218231953
0.4106,5.25467343,0.210014063
0.41196,5.22704472,0.202115808
0.41333,5.19990946,0.194527279
0.41472,5.17325677,0.187241012
0.41611,5.14707142,0.180264327
0.41751,5.12133847,0.173581425
0.41892,5.09605564,0.167190068
0.42034,5.0712114,0.161090754
0.42177,5.04679474,0.155268399
0.42321,5.02280809,0.14972234
0.42466,4.99924027,0.14444502
0.42612,4.97608308,0.139422717
0.42759,4.95334228,0.134655436
0.42907,4.93101082,0.130128234
0.43056,4.90906857,0.125829862
0.43206,4.8875399,0.121759882
0.43357,4.86639299,0.117898539
0.43509,4.84563695,0.114239026
0.43662,4.82526725,0.110774583
0.43816,4.80527106,0.107488364
0.43972,4.78564762,0.104375862
0.44128,4.76639076,0.101425509
0.44286,4.74749319,0.098623776
0.44444,4.72895467,0.09596839
0.44604,4.71076073,0.093444245
0.44765,4.69290036,0.091042128
0.44928,4.67538222,0.088760195
0.45091,4.65817999,0.086582597
0.45255,4.64129693,0.084504797
0.45421,4.62473027,0.082521571
0.45588,4.60846049,0.080620978
0.45756,4.59248933,0.078801522
0.45926,4.57680725,0.077055127
0.46097,4.56140129,0.075373654
0.46269,4.54627207,0.073758061
0.46442,4.53140516,0.072198106
0.46617,4.51679289,0.07068983
0.46792,4.5024387,0.069233848
0.4697,4.48832174,0.067820654
0.47148,4.47444422,0.066449788
0.47328,4.4607964,0.065119261
0.4751,4.44737215,0.063822545
0.47692,4.43416631,0.062561416
0.47876,4.42116793,0.061331434
0.48062,4.40837629,0.060128939
0.48249,4.39578565,0.058957104
0.48438,4.38338709,0.05780964
0.48627,4.37117508,0.056686049
0.48819,4.35914888,0.055588028
0.49012,4.34729842,0.054510358
0.49206,4.33562074,0.053454522
0.49402,4.3241159,0.052419737
0.496,4.3127717,0.051403011
0.49799,4.30159046,0.050406783
0.5,4.2905631,0.049428448
0.50202,4.27968904,0.048466537
0.50407,4.2689685,0.047524257
0.50612,4.25838742,0.04659751
0.5082,4.24794752,0.045686971
0.51029,4.23765084,0.044793933
0.5124,4.22748549,0.043915477
0.51452,4.21745384,0.043053181
0.51667,4.20755738,0.042206466
0.51883,4.19777973,0.04137379
0.52101,4.18813383,0.040557213
0.52321,4.17860654,0.039754789
0.52542,4.169193,0.03896599
0.52766,4.15990427,0.038193028
0.52991,4.15073183,0.037433009
0.53219,4.14166418,0.036686864
0.53448,4.13271455,0.035955086
0.5368,4.12386794,0.035235938
0.53913,4.11513073,0.034530586
0.54148,4.10649934,0.0338384
0.54386,4.09796553,0.033158438
0.54626,4.08953852,0.032492133
0.54867,4.08121076,0.031837908
0.55111,4.07297592,0.031195597
0.55357,4.06484368,0.030566403
0.55605,4.05680234,0.029948482
0.55856,4.04885282,0.029342388
0.56109,4.04099721,0.028748248
0.56364,4.03322913,0.028164922
0.56621,4.02555365,0.027593163
0.56881,4.01796543,0.027032347
0.57143,4.01045897,0.026481857
0.57407,4.00304321,0.025942585
0.57674,3.99570543,0.025413348
0.57944,3.98845168,0.024894054
0.58216,3.98128065,0.024385284
0.58491,3.974189,0.023885833
0.58768,3.96717503,0.023396053
0.59048,3.96023834,0.022915849
0.5933,3.9533779,0.022444466
0.59615,3.94659614,0.021982353
0.59903,3.9398857,0.021528969
0.60194,3.93324877,0.021133919
0.60488,3.92668723,0.020697715
0.60784,3.92019585,0.020269473
0.61084,3.91377177,0.019849193
0.61386,3.90742347,0.019437038
0.61692,3.90113529,0.019032338
0.62,3.89492254,0.018635197
0.62312,3.88877441,0.018245477
0.62626,3.88268901,0.017862721
0.62944,3.87667294,0.017487165
0.63265,3.87071783,0.017118358
0.6359,3.86482478,0.016756091
0.63918,3.85899898,0.016400598
0.64249,3.85323424,0.016051283
0.64583,3.84752472,0.015708188
0.64921,3.84188041,0.015371283
0.65263,3.83629749,0.015040143
0.65608,3.83076667,0.014714886
0.65957,3.825298,0.014395284
0.6631,3.8198852,0.0140811
0.66667,3.81452943,0.013772442
0.67027,3.80922861,0.013468994
0.67391,3.80398424,0.013170596
0.6776,3.79879119,0.01287742
0.68132,3.79365597,0.012589029
0.68508,3.78857059,0.012305454
0.68889,3.78354027,0.012026657
0.69274,3.77855917,0.011752371
0.69663,3.77363041,0.011482639
0.70056,3.76875225,0.01121731
0.70455,3.76392244,0.010956233
0.70857,3.75914519,0.010699455
0.71264,3.75441421,0.01044678
0.71676,3.74973104,0.010198139
0.72093,3.74509751,0.009953535
0.72515,3.74050853,0.009712791
0.72941,3.73596847,0.009475864
0.73373,3.73147441,0.009242724
0.7381,3.72702204,0.009013246
0.74251,3.72261895,0.008787404
0.74699,3.71825562,0.008565138
0.75152,3.71393628,0.008346347
0.7561,3.70966467,0.008131034
0.76074,3.70543126,0.007919103
0.76543,3.7012399,0.007710498
0.77019,3.69709679,0.007505211
0.775,3.69298951,0.007303157
