1.92637,-0.0044
1.92607,-0.00291
1.92577,-0.0056
1.92547,-0.00362
1.92517,-0.00473
1.92488,-0.00507
1.92458,-0.00538
1.92428,-0.00623
1.92398,-0.00576
1.92368,-0.00336
1.92339,-0.00225
1.92309,-0.0049
1.92279,-0.00255
1.92249,-0.0049
1.92219,-0.00721
1.9219,-0.00824
1.9216,-0.00329
1.9213,-0.00562
1.92101,-0.00242
1.92071,-0.00623
1.92041,-0.00409
1.92011,-0.00325
1.91982,-0.0044
1.91952,-0.00605
1.91922,-0.00806
1.91893,-0.00291
1.91863,-0.00543
1.91834,-0.0061
1.91804,-0.0065
1.91774,-0.00456
1.91745,-0.00408
1.91715,-0.00674
1.91686,-0.00555
1.91656,-0.00306
1.91626,-0.0054
1.91597,-0.00295
1.91567,-0.00371
1.91538,-0.00478
1.91508,-0.0042
1.91479,-0.00472
1.91449,-0.00544
1.9142,-0.00312
1.9139,-0.00438
1.91361,-0.00702
1.91331,-0.00438
1.91302,-0.00297
1.91272,-0.00269
1.91243,-0.00337
1.91214,-0.00316
1.91184,-0.00538
1.91155,-0.00423
1.91125,-0.00384
1.91096,-0.00361
1.91067,-0.00488
1.91037,-0.00494
1.91008,-0.0047
1.90979,-0.00767
1.90949,-0.00683
1.9092,-0.00647
1.90891,-0.00779
1.90861,-0.00437
1.90832,-0.00785
1.90803,-0.00673
1.90773,-0.00261
1.90744,-0.00524
1.90715,-0.00376
1.90686,-0.00424
1.90656,-0.00554
1.90627,-0.0067
1.90598,-0.00719
1.90569,-0.00728
1.9054,-0.00789
1.9051,-0.00621
1.90481,-0.00665
1.90452,-0.00446
1.90423,-0.00322
1.90394,-0.00626
1.90365,-0.00567
1.90335,-0.00517
1.90306,-0.00649
1.90277,-0.00225
1.90248,-0.00397
1.90219,-0.00691
1.9019,-0.00486
1.90161,-0.00415
1.90132,-0.00514
1.90103,-0.00307
1.90074,-0.0079
1.90045,-0.00652
1.90016,-0.00953
1.89987,-0.00663
1.89958,-0.00379
1.89929,-0.00488
1.899,-0.00628
1.89871,-0.00813
1.89842,-0.00468
1.89813,-0.00495
1.89784,-0.0041
1.89755,-0.00496
1.89726,-0.00518
1.89697,-0.00533
1.89668,-0.00462
1.89639,-0.00687
1.8961,-0.00542
1.89581,-0.00568
1.89552,-0.00703
1.89523,-0.00665
1.89495,-0.00514
1.89466,-0.0046
1.89437,-0.00336
1.89408,-0.00529
1.89379,-0.00694
1.8935,-0.00572
1.89322,-0.00702
1.89293,-0.0072
1.89264,-0.00741
1.89235,-0.00795
1.89207,-0.00614
1.89178,-0.0046
1.89149,-0.00733
1.8912,-0.00705
1.89092,-0.00605
1.89063,-0.00756
1.89034,-0.00608
1.89005,-0.00689
1.88977,-0.00592
1.88948,-0.00785
1.88919,-0.00559
1.88891,-0.00655
1.88862,-0.00445
1.88833,-0.0032
1.88805,-0.00533
1.88776,-0.00478
1.88748,-0.00598
1.88719,-0.0056
1.8869,-0.00534
1.88662,-0.00538
1.88633,-0.00424
1.88605,-0.00309
1.88576,-0.00709
1.88547,-0.00504
1.88519,-0.00384
1.8849,-0.00622
1.88462,-0.00481
1.88433,-0.00736
1.88405,-0.00437
1.88376,-0.00473
1.88348,-0.00405
1.88319,-0.00356
1.88291,-0.00534
1.88262,-0.00867
1.88234,-0.00564
1.88206,-0.00564
1.88177,-0.00385
